Day,Data
416.2083,-29.7
416.25,-29.8
416.2917,-30.4
416.3333,-30.5
416.375,-30.1
416.4167,-30.5
416.4583,-31.1
416.5,-31.9
416.5417,-32
416.5833,-31.7
416.625,-31.4
416.6667,-31.2
416.7083,-31.1
416.75,-30.7
416.7917,-30.6
416.8333,-31.3
416.875,-32.5
416.9167,-30.9
416.9583,-30.7
417,-31.2
417.0417,-30.7
417.0833,-30.8
417.125,-32
417.1667,-32.8
417.2083,-31.3
417.25,-26.4
417.2917,-25.8
417.3333,-29.3
417.375,-30.9
417.4167,-31.2
417.4583,-32.9
417.5,-31
417.5417,-33.8
417.5833,-32.3
417.625,-23.8
417.6667,-26.1
417.7083,-29.2
417.75,-25.7
417.7917,-27.2
417.8333,-24.7
417.875,-25.8
417.9167,-23.3
417.9583,-22.1
418,-21.9
418.0417,-26.5
418.0833,-26.2
418.125,-26.5
418.1667,-26.9
418.2083,-24
418.25,-23
418.2917,-21.9
418.3333,-23.2
418.375,-22.7
418.4167,-22.1
418.4583,-22.1
418.5,-22.9
418.5417,-25.3
418.5833,-23.6
418.625,-23.7
418.6667,-25.2
418.7083,-25.5
418.75,-25.2
418.7917,-26.1
418.8333,-27.4
418.875,-30
418.9167,-30.3
418.9583,-29.9
419,-32.4
419.0417,-33.2
419.0833,-30.1
419.125,-29
419.1667,-33.3
419.2083,-31.8
419.25,-30.1
419.2917,-29.9
419.3333,-30.1
419.375,-28.1
419.4167,-31.5
419.4583,-31.3
419.5,-29.8
419.5417,-33.4
419.5833,-30.6
419.625,-32.7
419.6667,-32.9
419.7083,-33.9
419.75,-34.9
419.7917,-39.7
419.8333,-39.1
419.875,-39.2
419.9167,-35.3
419.9583,-35.9
420,-35.1
420.0417,-43.1
420.0833,-40
420.125,-36.4
420.1667,-34.6
420.2083,-39.2
420.25,-37.6
420.2917,-38.6
420.3333,-36.4
420.375,-40.5
420.4167,-38
420.4583,-37.6
420.5,-36.9
420.5417,-35.8
420.5833,-36
420.625,-35.2
420.6667,-36
420.7083,-40.2
420.75,-39.2
420.7917,-36.8
420.8333,-37.9
420.875,-37.9
420.9167,-37.1
420.9583,-38.3
421,-37.6
421.0417,-37.2
421.0833,-36.1
421.125,-35.7
421.1667,-37.1
421.2083,-37
421.25,-37.2
421.2917,-37.4
421.3333,-37.5
421.375,-37.6
421.4167,-37.9
421.4583,-38.4
421.5,-37.7
421.5417,-38.1
421.5833,-37.8
421.625,-37.3
421.6667,-42.8
421.7083,-43.6
421.75,-45.2
421.7917,-45.4
421.8333,-42.4
421.875,-36.6
421.9167,-41.5
421.9583,-39.5
422,-42.9
422.0417,-40
422.0833,-42.3
422.125,-43
422.1667,-44.1
422.2083,-44
422.25,-43
422.2917,-39.3
422.3333,-40.7
422.375,-40.5
422.4167,-39.4
422.4583,-41.8
422.5,-44.7
422.5417,-43.6
422.5833,-42.4
422.625,-39.7
422.6667,-37.1
422.7083,-43.8
422.75,-46.4
422.7917,-47.9
422.8333,-47
422.875,-46.2
422.9167,-43.9
422.9583,-44.6
423,-48.1
423.0417,-48.7
423.0833,-46.7
423.125,-45.3
423.1667,-43.6
423.2083,-36.4
423.25,-36.5
423.2917,-48.1
423.3333,-44.2
423.375,-41.8
423.4167,-39.9
423.4583,-37.2
423.5,-36.7
423.5417,-38.1
423.5833,-36.9
423.625,-36.8
423.6667,-36.3
423.7083,-37.6
423.75,-37.2
423.7917,-37.2
423.8333,-36.9
423.875,-37.4
423.9167,-37.1
423.9583,-37
424,-41.7
424.0417,-40.9
424.0833,-37.9
424.125,-37.8
424.1667,-40.9
424.2083,-37.7
424.25,-40.7
424.2917,-40.6
424.3333,-43.3
424.375,-46.7
424.4167,-38.1
424.4583,-42.1
424.5,-41.7
424.5417,-38.8
424.5833,-39
424.625,-42.1
424.6667,-44.7
424.7083,-44.9
424.75,-48.3
424.7917,-40.3
424.8333,-38.2
424.875,-36.4
424.9167,-36.2
424.9583,-39.5
425,-41.1
425.0417,-43.2
425.0833,-42.2
425.125,-35.6
425.1667,-30.9
425.2083,-31.5
425.25,-30.6
425.2917,-30.8
425.3333,-31
425.375,-30.8
425.4167,-32.4
425.4583,-30.7
425.5,-29.6
425.5417,-36.4
425.5833,-37.7
425.625,-41
425.6667,-40.1
425.7083,-38.2
425.75,-39
425.7917,-38.4
425.8333,-34.7
425.875,-30.7
425.9167,-35.5
425.9583,-31.2
426,-34.3
426.0417,-35.5
426.0833,-39.8
426.125,-39.4
426.1667,-39.7
426.2083,-39.4
426.25,-40.7
426.2917,-40.5
426.3333,-39.9
426.375,-38.8
426.4167,-37.4
426.4583,-37.6
426.5,-42
426.5417,-41.6
426.5833,-43.4
426.625,-44.6
426.6667,-44.9
426.7083,-45.2
426.75,-44.9
426.7917,-44.9
426.8333,-45.9
426.875,-46.5
426.9167,-45.6
426.9583,-46.7
427,-41.8
427.0417,-39.1
427.0833,-38.1
427.125,-38.4
427.1667,-38.9
427.2083,-38.6
427.25,-40.3
427.2917,-39.8
427.3333,-39.8
427.375,-39.2
427.4167,-38.4
427.4583,-37.6
427.5,-40.4
427.5417,-38.9
427.5833,-38.5
427.625,-39
427.6667,-38.3
427.7083,-37
427.75,-36.3
427.7917,-35.3
427.8333,-34
427.875,-33.8
427.9167,-36.1
427.9583,-37.9
428,-42.1
428.0417,-40.4
428.0833,-38.5
428.125,-36.4
428.1667,-42.2
428.2083,-38.7
428.25,-41
428.2917,-38.7
428.3333,-39.2
428.375,-42.9
428.4167,-44.4
428.4583,-42.6
428.5,-45.8
428.5417,-46.5
428.5833,-46.5
428.625,-43.3
428.6667,-41.6
428.7083,-42.3
428.75,-41.5
428.7917,-42.6
428.8333,-41.5
428.875,-38.7
428.9167,-41.6
428.9583,-37.8
429,-46.9
429.0417,-41.7
429.0833,-41.6
429.125,-48.3
429.1667,-45.6
429.2083,-41.5
429.25,-42.1
429.2917,-38.7
429.3333,-34.5
429.375,-40.4
429.4167,-40.7
429.4583,-39.2
429.5,-40
429.5417,-39.9
429.5833,-37.7
429.625,-39.6
429.6667,-36.7
429.7083,-34
429.75,-33.7
429.7917,-31.9
429.8333,-33.5
429.875,-36.1
429.9167,-35.8
429.9583,-34.1
430,-36.4
430.0417,-42.8
430.0833,-42.3
430.125,-43.1
430.1667,-42.7
430.2083,-41.7
430.25,-39.4
430.2917,-40.2
430.3333,-43.2
430.375,-46
430.4167,-46.1
430.4583,-46.7
430.5,-45.7
430.5417,-49.4
430.5833,-37.9
430.625,-41.2
430.6667,-37.7
430.7083,-36.6
430.75,-36.8
430.7917,-38.5
430.8333,-38.2
430.875,-37.1
430.9167,-38.1
430.9583,-36.7
431,-37.8
431.0417,-36.6
431.0833,-37
431.125,-37.6
431.1667,-40.2
431.2083,-40.7
431.25,-44.1
431.2917,-43.3
431.3333,-42.1
431.375,-42.1
431.4167,-42.1
431.4583,-40.3
431.5,-38
431.5417,-38.3
431.5833,-39.6
431.625,-41.1
431.6667,-44.6
431.7083,-42.6
431.75,-42.8
431.7917,-43.3
431.8333,-41
431.875,-38
431.9167,-37.8
431.9583,-40.9
501,-36.9
501.0417,-33.8
501.0833,-31.4
501.125,-34.9
501.1667,-34.7
501.2083,-39.1
501.25,-36.2
501.2917,-40.4
501.3333,-40.8
501.375,-38.4
501.4167,-35
501.4583,-31
501.5,-34
501.5417,-31.4
501.5833,-31.4
501.625,-31.3
501.6667,-41.8
501.7083,-39.5
501.75,-40.1
501.7917,-32.4
501.8333,-33.9
501.875,-33.9
501.9167,-32.8
501.9583,-35.5
502,-34.7
502.0417,-33.9
502.0833,-33.8
502.125,-35.1
502.1667,-36.3
502.2083,-37.2
502.25,-38.1
502.2917,-37.3
502.3333,-37
502.375,-36.6
502.4167,-34.9
502.4583,-30.9
502.5,-31.6
502.5417,-27
502.5833,-27.1
502.625,-26.4
502.6667,-26.4
502.7083,-26.6
502.75,-27.3
502.7917,-26.8
502.8333,-26.1
502.875,-25.2
502.9167,-23.4
502.9583,-22.7
503,-21
503.0417,-21.6
503.0833,-21.5
503.125,-21.1
503.1667,-20.4
503.2083,-20.5
503.25,-19.9
503.2917,-19.6
503.3333,-23.3
503.375,-20
503.4167,-18.7
503.4583,-18.9
503.5,-18.8
503.5417,-18.6
503.5833,-18.1
503.625,-18.6
503.6667,-19.7
503.7083,-29.2
503.75,-29
503.7917,-27.8
503.8333,-28.4
503.875,-28.7
503.9167,-29.6
503.9583,-26.7
504,-27.1
504.0417,-31.3
504.0833,-29.1
504.125,-30.7
504.1667,-30.6
504.2083,-30
504.25,-25.1
504.2917,-24.6
504.3333,-22.8
504.375,-26
504.4167,-26.1
504.4583,-25.9
504.5,-25.8
504.5417,-24.8
504.5833,-24.3
504.625,-24.8
504.6667,-26.2
504.7083,-26
504.75,-26.1
504.7917,-26
504.8333,-25.5
504.875,-25.1
504.9167,-26.5
504.9583,-25.8
505,-26.2
505.0417,-25.8
505.0833,-25.1
505.125,-24.4
505.1667,-26.3
505.2083,-26.4
505.25,-25.5
505.2917,-23.7
505.3333,-23.5
505.375,-24.7
505.4167,-25.5
505.4583,-26.7
505.5,-25.2
505.5417,-25.5
505.5833,-25
505.625,-27.5
505.6667,-27.3
505.7083,-26.7
505.75,-27.2
505.7917,-28
505.8333,-28
505.875,-28.1
505.9167,-28
505.9583,-27.4
506,-27.8
506.0417,-28.4
506.0833,-29.7
506.125,-29.5
506.1667,-30.4
506.2083,-30.1
506.25,-29.6
506.2917,-28.5
506.3333,-27.9
506.375,-27.3
506.4167,-26.7
506.4583,-26.6
506.5,-26.3
506.5417,-25.4
506.5833,-25.8
506.625,-26.3
506.6667,-26.8
506.7083,-25.6
506.75,-26.4
506.7917,-25.6
506.8333,-25.6
506.875,-24.9
506.9167,-23.9
506.9583,-24.7
507,-24.4
507.0417,-24.6
507.0833,-25.1
507.125,-24.6
507.1667,-23.7
507.2083,-23.1
507.25,-22.6
507.2917,-22.7
507.3333,-22.5
507.375,-23.2
507.4167,-23.4
507.4583,-23.3
507.5,-22.1
507.5417,-22.9
507.5833,-23.2
507.625,-24.1
507.6667,-23.8
507.7083,-25.2
507.75,-26.6
507.7917,-26.4
507.8333,-26.5
507.875,-26.6
507.9167,-25.7
507.9583,-25.9
508,-24.9
508.0417,-24.2
508.0833,-25.1
508.125,-24.5
508.1667,-23.9
508.2083,-25.3
508.25,-26.9
508.2917,-27.1
508.3333,-28.4
508.375,-27.9
508.4167,-35
508.4583,-31
508.5,-31.5
508.5417,-25.4
508.5833,-34.1
508.625,-28.7
508.6667,-30.7
508.7083,-33.3
508.75,-34.5
508.7917,-32.7
508.8333,-35.2
508.875,-30.5
508.9167,-31.1
508.9583,-33.5
509,-32.5
509.0417,-32.8
509.0833,-33.1
509.125,-33.7
509.1667,-34.9
509.2083,-35.2
509.25,-35
509.2917,-31.8
509.3333,-31.1
509.375,-31.4
509.4167,-26.4
509.4583,-22.8
509.5,-21.9
509.5417,-22.2
509.5833,-21.8
509.625,-20.1
509.6667,-19.7
509.7083,-19.9
509.75,-20.6
509.7917,-19.4
509.8333,-18.9
509.875,-18.8
509.9167,-18.9
509.9583,-18.6
510,-18.9
510.0417,-19.1
510.0833,-18.9
510.125,-17.5
510.1667,-16.9
510.2083,-17.5
510.25,-17.2
510.2917,-16.7
510.3333,-16.5
510.375,-17.1
510.4167,-15.9
510.4583,-15.9
510.5,-16
510.5417,-15.5
510.5833,-15.5
510.625,-15.4
510.6667,-16.4
510.7083,-16.6
510.75,-16.7
510.7917,-16.4
510.8333,-16.2
510.875,-15.9
510.9167,-15.7
510.9583,-14
511,-13.5
511.0417,-12.8
511.0833,-12.3
511.125,-11.7
511.1667,-12
511.2083,-12
511.25,-11.6
511.2917,-11.5
511.3333,-11.1
511.375,-11
511.4167,-10.9
511.4583,-10.9
511.5,-10.9
511.5417,-10.9
511.5833,-10.7
511.625,-10.6
511.6667,-10.3
511.7083,-10.1
511.75,-10.2
511.7917,-10.1
511.8333,-9.7
511.875,-9.6
511.9167,-9.7
511.9583,-9.4
512,-9.2
512.0417,-8.9
512.0833,-8.9
512.125,-8.7
512.1667,-8.9
512.2083,-8.8
512.25,-8.7
512.2917,-9.1
512.3333,-9.1
512.375,-8.8
512.4167,-9
512.4583,-9
512.5,-9.6
512.5417,-9.8
512.5833,-10
512.625,-9.8
512.6667,-9.8
512.7083,-9.8
512.75,-9.6
512.7917,-9.3
512.8333,-9.7
512.875,-9.9
512.9167,-9.8
512.9583,-9.9
513,-10
513.0417,-10.1
513.0833,-10.7
513.125,-11.3
513.1667,-11.7
513.2083,-11.8
513.25,-11.3
513.2917,-12.6
513.3333,-12.6
513.375,-12.2
513.4167,-12.5
513.4583,-14
513.5,-16.3
513.5417,-16.6
513.5833,-17.5
513.625,-19
513.6667,-16.4
513.7083,-15.9
513.75,-17
513.7917,-16
513.8333,-17.6
513.875,-19
513.9167,-16.4
513.9583,-12.6
514,-13.2
514.0417,-12.9
514.0833,-13.1
514.125,-13
514.1667,-15.4
514.2083,-13.3
514.25,-12.9
514.2917,-12.4
514.3333,-12.3
514.375,-10.8
514.4167,-11.3
514.4583,-10.7
514.5,-10.4
514.5417,-9.9
514.5833,-11.8
514.625,-11.3
514.6667,-11.1
514.7083,-11
514.75,-10.7
514.7917,-11.3
514.8333,-11.3
514.875,-10.5
514.9167,-9.6
514.9583,-11
515,-9.7
515.0417,-10.5
515.0833,-11
515.125,-10.2
515.1667,-10.9
515.2083,-10.6
515.25,-11.6
515.2917,-10.1
515.3333,-15.1
515.375,-14.7
515.4167,-14.3
515.4583,-13.4
515.5,-13.7
515.5417,-11.6
515.5833,-11.8
515.625,-16.9
515.6667,-20
515.7083,-17.4
515.75,-18.3
515.7917,-23.1
515.8333,-24.4
515.875,-24.5
515.9167,-20.3
515.9583,-25.4
516,-25.9
516.0417,-23.4
516.0833,-21.7
516.125,-23
516.1667,-23.4
516.2083,-22.1
516.25,-21.8
516.2917,-21.9
516.3333,-20.8
516.375,-24.8
516.4167,-20.9
516.4583,-19.4
516.5,-25.3
516.5417,-22.1
516.5833,-18.5
516.625,-18.2
516.6667,-23.3
516.7083,-23
516.75,-24.2
516.7917,-24.9
516.8333,-26.4
516.875,-28.4
516.9167,-26.6
516.9583,-26.5
517,-28.4
517.0417,-27.3
517.0833,-27.1
517.125,-29.4
517.1667,-26.5
517.2083,-27.2
517.25,-22.4
517.2917,-28.6
517.3333,-28.1
517.375,-31.8
517.4167,-33.9
517.4583,-32
517.5,-33
517.5417,-31.6
517.5833,-31.3
517.625,-28
517.6667,-27.2
517.7083,-30.8
517.75,-29.3
517.7917,-27.1
517.8333,-25.5
517.875,-27.3
517.9167,-25.8
517.9583,-24.2
518,-24.5
518.0417,-22.3
518.0833,-24.2
518.125,-26.2
518.1667,-28.3
518.2083,-30.3
518.25,-30.2
518.2917,-28.6
518.3333,-32.6
518.375,-32.9
518.4167,-32.9
518.4583,-28.9
518.5,-29.5
518.5417,-30.7
518.5833,-30.3
518.625,-28.4
518.6667,-27.4
518.7083,-24.9
518.75,-28.2
518.7917,-23.7
518.8333,-26.2
518.875,-24.6
518.9167,-24.3
518.9583,-24
519,-22.5
519.0417,-28.6
519.0833,-28.1
519.125,-29.1
519.1667,-29.1
519.2083,-26.4
519.25,-26.2
519.2917,-28.6
519.3333,-27.5
519.375,-32.6
519.4167,-29.6
519.4583,-25.9
519.5,-26.3
519.5417,-27.9
519.5833,-26.1
519.625,-24.1
519.6667,-23.3
519.7083,-21.5
519.75,-20.7
519.7917,-20.8
519.8333,-20.4
519.875,-20.3
519.9167,-23.1
519.9583,-24
520,-24.4
520.0417,-24.1
520.0833,-24.3
520.125,-24.6
520.1667,-24
520.2083,-24
520.25,-24.8
520.2917,-24.2
520.3333,-22.9
520.375,-27.3
520.4167,-25.8
520.4583,-25.4
520.5,-27.1
520.5417,-24.7
520.5833,-24.9
520.625,-27.5
520.6667,-28.6
520.7083,-26
520.75,-30.5
520.7917,-29.1
520.8333,-27.5
520.875,-29.1
520.9167,-28.6
520.9583,-28.1
521,-26.9
521.0417,-20.3
521.0833,-19.6
521.125,-19.2
521.1667,-19.7
521.2083,-20.6
521.25,-20.8
521.2917,-21.2
521.3333,-21.5
521.375,-22.1
521.4167,-22.5
521.4583,-23.1
521.5,-23.1
521.5417,-22.2
521.5833,-22.6
521.625,-24.4
521.6667,-25.4
521.7083,-26.7
521.75,-27.2
521.7917,-27.3
521.8333,-28.2
521.875,-27.3
521.9167,-26.5
521.9583,-25.9
522,-26.2
522.0417,-26
522.0833,-28.2
522.125,-29.4
522.1667,-30.6
522.2083,-30.9
522.25,-31
522.2917,-30
522.3333,-29.3
522.375,-28.2
522.4167,-27.8
522.4583,-27.3
522.5,-26.8
522.5417,-25.6
522.5833,-23.6
522.625,-23.4
522.6667,-21.7
522.7083,-24.2
522.75,-21.6
522.7917,-21.5
522.8333,-21.7
522.875,-20.4
522.9167,-22.9
522.9583,-21.9
523,-22.3
523.0417,-23.1
523.0833,-23.3
523.125,-23.3
523.1667,-22.6
523.2083,-22.4
523.25,-23
523.2917,-23.7
523.3333,-22.2
523.375,-20
523.4167,-19.7
523.4583,-18.9
523.5,-18.6
523.5417,-18.6
523.5833,-18.8
523.625,-21
523.6667,-20.2
523.7083,-20.8
523.75,-20.1
523.7917,-19.7
523.8333,-19.1
523.875,-21.7
523.9167,-22.2
523.9583,-22.4
524,-21.6
524.0417,-21.4
524.0833,-21.3
524.125,-22.5
524.1667,-21.4
524.2083,-21
524.25,-21.5
524.2917,-20.3
524.3333,-22.5
524.375,-20.5
524.4167,-21.2
524.4583,-22.3
524.5,-22.9
524.5417,-21.4
524.5833,-22.9
524.625,-20.8
524.6667,-20.7
524.7083,-20.4
524.75,-21
524.7917,-20.9
524.8333,-23.4
524.875,-23.9
524.9167,-27.5
524.9583,-24.9
525,-31.5
525.0417,-25
525.0833,-24.5
525.125,-24.1
525.1667,-25.8
525.2083,-24
525.25,-23.4
525.2917,-24.3
525.3333,-27.2
525.375,-26.7
525.4167,-26.1
525.4583,-26.4
525.5,-20.5
525.5417,-26.5
525.5833,-25.3
525.625,-25.4
525.6667,-23.7
525.7083,-22.6
525.75,-21.6
525.7917,-20.8
525.8333,-22.1
525.875,-23.1
525.9167,-24.4
525.9583,-25
526,-26.8
526.0417,-28.7
526.0833,-29
526.125,-29.4
526.1667,-29.6
526.2083,-29.7
526.25,-29.5
526.2917,-28.8
526.3333,-28.8
526.375,-28
526.4167,-27.8
526.4583,-28.2
526.5,-28.2
526.5417,-28.3
526.5833,-27.9
526.625,-26.7
526.6667,-25.2
526.7083,-18.8
526.75,-18.2
526.7917,-23.5
526.8333,-20
526.875,-23
526.9167,-23.7
526.9583,-24.3
527,-26.6
527.0417,-28.4
527.0833,-28.8
527.125,-28
527.1667,-28.2
527.2083,-27.9
527.25,-25.9
527.2917,-22.5
527.3333,-23.3
527.375,-23.7
527.4167,-22.6
527.4583,-22.1
527.5,-21.6
527.5417,-22.2
527.5833,-21.4
527.625,-20.1
527.6667,-20.7
527.7083,-25.6
527.75,-25.6
527.7917,-25.3
527.8333,-25.2
527.875,-25.4
527.9167,-25.3
527.9583,-23.8
528,-23
528.0417,-24.6
528.0833,-23.6
528.125,-23.8
528.1667,-23
528.2083,-22.6
528.25,-23.4
528.2917,-22
528.3333,-20.7
528.375,-20.4
528.4167,-20.8
528.4583,-20.7
528.5,-20.6
528.5417,-21.3
528.5833,-20.9
528.625,-20.3
528.6667,-19
528.7083,-18.1
528.75,-18.3
528.7917,-18.6
528.8333,-18.3
528.875,-17.9
528.9167,-18.4
528.9583,-18.4
529,-18.3
529.0417,-17.1
529.0833,-17.6
529.125,-17.7
529.1667,-17.3
529.2083,-18.1
529.25,-18.4
529.2917,-18.3
529.3333,-18.4
529.375,-18.6
529.4167,-19
529.4583,-19.5
529.5,-19.2
529.5417,-19.6
529.5833,-20
529.625,-19.9
529.6667,-20.2
529.7083,-20
529.75,-19.9
529.7917,-20.2
529.8333,-20.8
529.875,-21.5
529.9167,-22.9
529.9583,-24.2
530,-22.9
530.0417,-21.5
530.0833,-22
530.125,-23.1
530.1667,-22.3
530.2083,-22.6
530.25,-20.7
530.2917,-19.8
530.3333,-22.9
530.375,-22.9
530.4167,-28.1
530.4583,-28.5
530.5,-27.7
530.5417,-27.7
530.5833,-26.5
530.625,-26.3
530.6667,-28.3
530.7083,-26.3
530.75,-27
530.7917,-26.2
530.8333,-26.4
530.875,-26
530.9167,-25.2
530.9583,-21.3
601,-28.4
601.0417,-28.3
601.0833,-28.4
601.125,-23.9
601.1667,-27.2
601.2083,-24.7
601.25,-23.2
601.2917,-20.7
601.3333,-20.2
601.375,-19.3
601.4167,-18.3
601.4583,-18
601.5,-17.7
601.5417,-20.6
601.5833,-18.7
601.625,-17.8
601.6667,-16.8
601.7083,-16.3
601.75,-16.3
601.7917,-17.9
601.8333,-18.2
601.875,-18.4
601.9167,-18.7
601.9583,-18.5
602,-18.9
602.0417,-17.9
602.0833,-16.5
602.125,-17.5
602.1667,-17
602.2083,-17.6
602.25,-17.7
602.2917,-18.5
602.3333,-17.6
602.375,-18.1
602.4167,-18.4
602.4583,-21.7
602.5,-21.7
602.5417,-22.5
602.5833,-22
602.625,-22.7
602.6667,-23.5
602.7083,-23.4
602.75,-23.2
602.7917,-23.5
602.8333,-23.8
602.875,-23.5
602.9167,-24.4
602.9583,-24.6
603,-24.7
603.0417,-24.7
603.0833,-25.1
603.125,-24.8
603.1667,-25
603.2083,-25.1
603.25,-25.4
603.2917,-25.4
603.3333,-25.3
603.375,-25.4
603.4167,-24.5
603.4583,-23.8
603.5,-22.9
603.5417,-22.1
603.5833,-21
603.625,-21.2
603.6667,-21.7
603.7083,-21.8
603.75,-21
603.7917,-21.5
603.8333,-23.7
603.875,-24.6
603.9167,-24.8
603.9583,-25.2
604,-25.4
604.0417,-25.5
604.0833,-25.1
604.125,-24.3
604.1667,-23.7
604.2083,-23.9
604.25,-24.4
604.2917,-24.5
604.3333,-24.2
604.375,-23.9
604.4167,-24.1
604.4583,-24.1
604.5,-24.1
604.5417,-23.7
604.5833,-24.6
604.625,-25.1
604.6667,-26.3
604.7083,-26.1
604.75,-26.1
604.7917,-24.6
604.8333,-24.4
604.875,-23.6
604.9167,-23.1
604.9583,-23.3
605,-23.3
605.0417,-21.7
605.0833,-23.5
605.125,-21.8
605.1667,-20.4
605.2083,-23.4
605.25,-19.6
605.2917,-20.3
605.3333,-20.2
605.375,-20.6
605.4167,-20.4
605.4583,-19.7
605.5,-18.9
605.5417,-21.3
605.5833,-21
605.625,-20.1
605.6667,-20
605.7083,-20.1
605.75,-20
605.7917,-20.1
605.8333,-20.1
605.875,-19.4
605.9167,-19.8
605.9583,-19.7
606,-20
606.0417,-20.1
606.0833,-19.5
606.125,-19.4
606.1667,-19.7
606.2083,-20.6
606.25,-21.2
606.2917,-22
606.3333,-21.5
606.375,-20.9
606.4167,-20.8
606.4583,-19.6
606.5,-20.2
606.5417,-20.8
606.5833,-20.4
606.625,-20.3
606.6667,-20.2
606.7083,-20.8
606.75,-21.1
606.7917,-21.7
606.8333,-21.9
606.875,-20.8
606.9167,-19.9
606.9583,-19.4
607,-26
607.0417,-28.2
607.0833,-28.3
607.125,-27.2
607.1667,-27.4
607.2083,-24.7
607.25,-25.1
607.2917,-24.7
607.3333,-25.1
607.375,-24.5
607.4167,-23.8
607.4583,-23.1
607.5,-22.1
607.5417,-22.6
607.5833,-23.1
607.625,-21.5
607.6667,-23.7
607.7083,-24.1
607.75,-27.2
607.7917,-27.8
607.8333,-28.1
607.875,-27.1
607.9167,-27.4
607.9583,-26.1
608,-27.4
608.0417,-25.4
608.0833,-26.4
608.125,-26.8
608.1667,-27.6
608.2083,-27.8
608.25,-29.9
608.2917,-29.7
608.3333,-23.3
608.375,-21.4
608.4167,-20.2
608.4583,-19.7
608.5,-19.1
608.5417,-17.1
608.5833,-22
608.625,-21.3
608.6667,-21.2
608.7083,-18.9
608.75,-19.9
608.7917,-20.6
608.8333,-18.8
608.875,-18.8
608.9167,-18.4
608.9583,-16.8
609,-17.8
609.0417,-18.4
609.0833,-17.2
609.125,-19
609.1667,-22.4
609.2083,-19.6
609.25,-17.9
609.2917,-17.8
609.3333,-16.8
609.375,-15.5
609.4167,-14.4
609.4583,-13.9
609.5,-13.6
609.5417,-13.4
609.5833,-15.1
609.625,-16.8
609.6667,-16.9
609.7083,-16.8
609.75,-17.3
609.7917,-15.4
609.8333,-18.2
609.875,-18.9
609.9167,-18.6
609.9583,-15.1
610,-14.9
610.0417,-15
610.0833,-15.1
610.125,-15.4
610.1667,-16.9
610.2083,-17.8
610.25,-18.7
610.2917,-19.3
610.3333,-22.4
610.375,-21
610.4167,-20.6
610.4583,-21.3
610.5,-20.6
610.5417,-19.4
610.5833,-19.9
610.625,-19.5
610.6667,-18
610.7083,-21.6
610.75,-22.5
610.7917,-22.2
610.8333,-18.4
610.875,-16.8
610.9167,-15.4
610.9583,-15.5
611,-15.3
